ID,Kr,En,Jp
Tutorial_RelocateHero_Step1,영웅을 엉뚱한 곳에 배치했다면 재배치 버튼으로 위치를 옮길 수 있습니다. 재배치 버튼을 눌러봅시다.,"If you placed a hero in the wrong spot, you can move it with the Reposition button. Let's press the Reposition button.",英雄を間違った場所に配置してしまったら、再配置ボタンで位置を移動できます。再配置ボタンを押してみましょう。
Tutorial_RelocateHero_Step2,옮기고 싶은 영웅을 클릭해 집고 새로운 칸을 클릭해 내려놓아 봅시다.,"Click the hero you want to move to pick it up, then click a new tile to place it down.",移動させたい英雄をクリックして持ち上げ、新しい枠をクリックして下ろしてみましょう。
Tutorial_HeroUpgrade,해당 버튼을 누르면 영웅을 업그레이드 할 수 있는 창이 나타납니다. 업그레이드에는 자원이 소모됩니다.,Pressing this button opens a window where you can upgrade the hero. Upgrading consumes resources.,このボタンを押すと英雄をアップグレードできるウィンドウが表示されます。アップグレードには資源が消費されます。
Tutorial_HeroMerge,같은 종류의 영웅이 3명 있으면 아이콘을 더블 클릭해서 상위 티어로 조합할 수 있습니다. 근접 영웅은 상위 티어의 근접 영웅이 원거리 영웅은 상위 티어의 원거리 영웅이 나옵니다.,"If you have 3 heroes of the same type, you can double-click the icon to combine them into a higher tier. Melee heroes produce a higher-tier melee hero, and ranged heroes produce a higher-tier ranged hero.",同じ種類の英雄が3人いれば、アイコンをダブルクリックして上位ティアに合成できます。近接英雄は上位ティアの近接英雄が、遠距離英雄は上位ティアの遠距離英雄になります。
Tutorial_NightButton,준비가 다 됐으니 적의 공격을 막아봅시다. 아이콘을 눌러 시간대를 밤으로 변경해 봅시다.,"Now that preparations are complete, let's defend against the enemy attack. Press the icon to change the time to night.",準備が整ったので、敵の攻撃を防いでみましょう。アイコンを押して時間帯を夜に変更してみましょう。
Tutorial_NextButton,다음으로,Next,次へ
Tooltip_Hero_Inventory,영웅 목록 (단축키: I),Hero List (Shortcut: I),英雄リスト（ショートカット：I）
Title_StartButton,시작,Start,スタート
Title_UpgradeButton,업그레이드,Upgrade,アップグレード
Title_SettingButton,설정,Settings,設定
UI_QuitButton,종료,Quit,終了
UI_TitleButton,타이틀로,To Title,タイトルへ
UI_CloseButton,닫기,Close,閉じる
UI_CancelButton,취소,Cancel,キャンセル
UI_QuitAlert,게임을 종료하시겠습니까?,Are you sure you want to quit the game?,ゲームを終了しますか？
Upgrade_FacilityAmount1_Name,자원 기초 생산량 증가 Lv1,Base Resource Production Increase Lv1,資源基礎生産量増加 Lv1
Upgrade_FacilityAmount1_Desc,자원 생산 건물들의 기초 생산량이 증가한다.,Increases the base production of resource-producing buildings.,資源生産建物の基礎生産量が増加する。
Upgrade_FacilityAmount2_Name,자원 기초 생산량 증가 Lv2,Base Resource Production Increase Lv2,資源基礎生産量増加 Lv2
Upgrade_FacilityAmount2_Desc,자원 생산 건물들의 기초 생산량이 증가한다.,Increases the base production of resource-producing buildings.,資源生産建物の基礎生産量が増加する。
Upgrade_FacilityAmount3_Name,자원 기초 생산량 증가 Lv3,Base Resource Production Increase Lv3,資源基礎生産量増加 Lv3
Upgrade_FacilityAmount3_Desc,자원 생산 건물들의 기초 생산량이 증가한다.,Increases the base production of resource-producing buildings.,資源生産建物の基礎生産量が増加する。
Upgrade_FacilityAmount4_Name,자원 기초 생산량 증가 Lv4,Base Resource Production Increase Lv4,資源基礎生産量増加 Lv4
Upgrade_FacilityAmount4_Desc,자원 생산 건물들의 기초 생산량이 증가한다.,Increases the base production of resource-producing buildings.,資源生産建物の基礎生産量が増加する。
Upgrade_FacilityAmount5_Name,자원 기초 생산량 증가 Lv5,Base Resource Production Increase Lv5,資源基礎生産量増加 Lv5
Upgrade_FacilityAmount5_Desc,자원 생산 건물들의 기초 생산량이 증가한다.,Increases the base production of resource-producing buildings.,資源生産建物の基礎生産量が増加する。
Upgrade_BuildCost1_Name,건물 건설 비용 감소 Lv1,Building Construction Cost Reduction Lv1,建物建設コスト減少 Lv1
Upgrade_BuildCost1_Desc,건물의 건설 비용이 감소한다.,Reduces the construction cost of buildings.,建物の建設コストが減少する。
Upgrade_BuildCost2_Name,건물 건설 비용 감소 Lv2,Building Construction Cost Reduction Lv2,建物建設コスト減少 Lv2
Upgrade_BuildCost2_Desc,건물의 건설 비용이 감소한다.,Reduces the construction cost of buildings.,建物の建設コストが減少する。
Upgrade_BuildCost3_Name,건물 건설 비용 감소 Lv3,Building Construction Cost Reduction Lv3,建物建設コスト減少 Lv3
Upgrade_BuildCost3_Desc,건물의 건설 비용이 감소한다.,Reduces the construction cost of buildings.,建物の建設コストが減少する。
Upgrade_BuildCost4_Name,건물 건설 비용 감소 Lv4,Building Construction Cost Reduction Lv4,建物建設コスト減少 Lv4
Upgrade_BuildCost4_Desc,건물의 건설 비용이 감소한다.,Reduces the construction cost of buildings.,建物の建設コストが減少する。
Upgrade_BuildCost5_Name,건물 건설 비용 감소 Lv5,Building Construction Cost Reduction Lv5,建物建設コスト減少 Lv5
Upgrade_BuildCost5_Desc,건물의 건설 비용이 감소한다.,Reduces the construction cost of buildings.,建物の建設コストが減少する。
Upgrade_BuildingUpgradeCost1_Name,건물 업그레이드 비용 감소 Lv1,Building Upgrade Cost Reduction Lv1,建物アップグレードコスト減少 Lv1
Upgrade_BuildingUpgradeCost1_Desc,건물의 업그레이드 비용이 감소한다.,Reduces the upgrade cost of buildings.,建物のアップグレードコストが減少する。
Upgrade_BuildingUpgradeCost2_Name,건물 업그레이드 비용 감소 Lv2,Building Upgrade Cost Reduction Lv2,建物アップグレードコスト減少 Lv2
Upgrade_BuildingUpgradeCost2_Desc,건물의 업그레이드 비용이 감소한다.,Reduces the upgrade cost of buildings.,建物のアップグレードコストが減少する。
Upgrade_BuildingUpgradeCost3_Name,건물 업그레이드 비용 감소 Lv3,Building Upgrade Cost Reduction Lv3,建物アップグレードコスト減少 Lv3
Upgrade_BuildingUpgradeCost3_Desc,건물의 업그레이드 비용이 감소한다.,Reduces the upgrade cost of buildings.,建物のアップグレードコストが減少する。
Upgrade_BuildingUpgradeCost4_Name,건물 업그레이드 비용 감소 Lv4,Building Upgrade Cost Reduction Lv4,建物アップグレードコスト減少 Lv4
Upgrade_BuildingUpgradeCost4_Desc,건물의 업그레이드 비용이 감소한다.,Reduces the upgrade cost of buildings.,建物のアップグレードコストが減少する。
Upgrade_BuildingUpgradeCost5_Name,건물 업그레이드 비용 감소 Lv5,Building Upgrade Cost Reduction Lv5,建物アップグレードコスト減少 Lv5
Upgrade_BuildingUpgradeCost5_Desc,건물의 업그레이드 비용이 감소한다.,Reduces the upgrade cost of buildings.,建物のアップグレードコストが減少する。
Upgrade_HeroCost1_Name,영웅 생성 비용 감소 Lv1,Hero Creation Cost Reduction Lv1,英雄生成コスト減少 Lv1
Upgrade_HeroCost1_Desc,영웅의 생성 비용이 감소한다.,Reduces the creation cost of heroes.,英雄の生成コストが減少する。
Upgrade_HeroCost2_Name,영웅 생성 비용 감소 Lv2,Hero Creation Cost Reduction Lv2,英雄生成コスト減少 Lv2
Upgrade_HeroCost2_Desc,영웅의 생성 비용이 감소한다.,Reduces the creation cost of heroes.,英雄の生成コストが減少する。
Upgrade_HeroCost3_Name,영웅 생성 비용 감소 Lv3,Hero Creation Cost Reduction Lv3,英雄生成コスト減少 Lv3
Upgrade_HeroCost3_Desc,영웅의 생성 비용이 감소한다.,Reduces the creation cost of heroes.,英雄の生成コストが減少する。
Upgrade_HeroCost4_Name,영웅 생성 비용 감소 Lv4,Hero Creation Cost Reduction Lv4,英雄生成コスト減少 Lv4
Upgrade_HeroCost4_Desc,영웅의 생성 비용이 감소한다.,Reduces the creation cost of heroes.,英雄の生成コストが減少する。
Upgrade_HeroCost5_Name,영웅 생성 비용 감소 Lv5,Hero Creation Cost Reduction Lv5,英雄生成コスト減少 Lv5
Upgrade_HeroCost5_Desc,영웅의 생성 비용이 감소한다.,Reduces the creation cost of heroes.,英雄の生成コストが減少する。
Upgrade_HeroStat1_Name,영웅 능력치 증가 Lv1,Hero Stat Increase Lv1,英雄能力値増加 Lv1
Upgrade_HeroStat1_Desc,영웅의 기초 능력치가 증가한다.,Increases the base stats of heroes.,英雄の基礎能力値が増加する。
Upgrade_HeroStat2_Name,영웅 능력치 증가 Lv2,Hero Stat Increase Lv2,英雄能力値増加 Lv2
Upgrade_HeroStat2_Desc,영웅의 기초 능력치가 증가한다.,Increases the base stats of heroes.,英雄の基礎能力値が増加する。
Upgrade_HeroStat3_Name,영웅 능력치 증가 Lv3,Hero Stat Increase Lv3,英雄能力値増加 Lv3
Upgrade_HeroStat3_Desc,영웅의 기초 능력치가 증가한다.,Increases the base stats of heroes.,英雄の基礎能力値が増加する。
Upgrade_HeroStat4_Name,영웅 능력치 증가 Lv4,Hero Stat Increase Lv4,英雄能力値増加 Lv4
Upgrade_HeroStat4_Desc,영웅의 기초 능력치가 증가한다.,Increases the base stats of heroes.,英雄の基礎能力値が増加する。
Upgrade_HeroStat5_Name,영웅 능력치 증가 Lv5,Hero Stat Increase Lv5,英雄能力値増加 Lv5
Upgrade_HeroStat5_Desc,영웅의 기초 능력치가 증가한다.,Increases the base stats of heroes.,英雄の基礎能力値が増加する。
Upgrade_HeroUpgradeCost1_Name,영웅 업그레이드 비용 감소 Lv1,Hero Upgrade Cost Reduction Lv1,英雄アップグレードコスト減少 Lv1
Upgrade_HeroUpgradeCost1_Desc,영웅의 업그레이드 비용이 감소한다.,Reduces the upgrade cost of heroes.,英雄のアップグレードコストが減少する。
Upgrade_HeroUpgradeCost2_Name,영웅 업그레이드 비용 감소 Lv2,Hero Upgrade Cost Reduction Lv2,英雄アップグレードコスト減少 Lv2
Upgrade_HeroUpgradeCost2_Desc,영웅의 업그레이드 비용이 감소한다.,Reduces the upgrade cost of heroes.,英雄のアップグレードコストが減少する。
Upgrade_HeroUpgradeCost3_Name,영웅 업그레이드 비용 감소 Lv3,Hero Upgrade Cost Reduction Lv3,英雄アップグレードコスト減少 Lv3
Upgrade_HeroUpgradeCost3_Desc,영웅의 업그레이드 비용이 감소한다.,Reduces the upgrade cost of heroes.,英雄のアップグレードコストが減少する。
Upgrade_HeroUpgradeCost4_Name,영웅 업그레이드 비용 감소 Lv4,Hero Upgrade Cost Reduction Lv4,英雄アップグレードコスト減少 Lv4
Upgrade_HeroUpgradeCost4_Desc,영웅의 업그레이드 비용이 감소한다.,Reduces the upgrade cost of heroes.,英雄のアップグレードコストが減少する。
Upgrade_HeroUpgradeCost5_Name,영웅 업그레이드 비용 감소 Lv5,Hero Upgrade Cost Reduction Lv5,英雄アップグレードコスト減少 Lv5
Upgrade_HeroUpgradeCost5_Desc,영웅의 업그레이드 비용이 감소한다.,Reduces the upgrade cost of heroes.,英雄のアップグレードコストが減少する。
Upgrade_CitizenUpgrade1_Name,기초 시민 수 증가 Lv1,Base Citizen Count Increase Lv1,基礎市民数増加 Lv1
Upgrade_CitizenUpgrade1_Desc,기초 시민 수가 증가한다.,Increases the base number of citizens.,基礎市民数が増加する。
Upgrade_CitizenUpgrade2_Name,기초 시민 수 증가 Lv2,Base Citizen Count Increase Lv2,基礎市民数増加 Lv2
Upgrade_CitizenUpgrade2_Desc,기초 시민 수가 증가한다.,Increases the base number of citizens.,基礎市民数が増加する。
Upgrade_CitizenUpgrade3_Name,기초 시민 수 증가 Lv3,Base Citizen Count Increase Lv3,基礎市民数増加 Lv3
Upgrade_CitizenUpgrade3_Desc,기초 시민 수가 증가한다.,Increases the base number of citizens.,基礎市民数が増加する。
Upgrade_CitizenUpgrade4_Name,기초 시민 수 증가 Lv4,Base Citizen Count Increase Lv4,基礎市民数増加 Lv4
Upgrade_CitizenUpgrade4_Desc,기초 시민 수가 증가한다.,Increases the base number of citizens.,基礎市民数が増加する。
Upgrade_CitizenUpgrade5_Name,기초 시민 수 증가 Lv5,Base Citizen Count Increase Lv5,基礎市民数増加 Lv5
Upgrade_CitizenUpgrade5_Desc,기초 시민 수가 증가한다.,Increases the base number of citizens.,基礎市民数が増加する。
Upgrade_HpUpgrade1_Name,거점 기초 체력 증가 Lv1,Base HP Increase Lv1,拠点基礎体力増加 Lv1
Upgrade_HpUpgrade1_Desc,거점의 기초 체력이 증가한다.,Increases the base HP of the base.,拠点の基礎体力が増加する。
Upgrade_HpUpgrade2_Name,거점 기초 체력 증가 Lv2,Base HP Increase Lv2,拠点基礎体力増加 Lv2
Upgrade_HpUpgrade2_Desc,거점의 기초 체력이 증가한다.,Increases the base HP of the base.,拠点の基礎体力が増加する。
Upgrade_HpUpgrade3_Name,거점 기초 체력 증가 Lv3,Base HP Increase Lv3,拠点基礎体力増加 Lv3
Upgrade_HpUpgrade3_Desc,거점의 기초 체력이 증가한다.,Increases the base HP of the base.,拠点の基礎体力が増加する。
Upgrade_HpUpgrade4_Name,거점 기초 체력 증가 Lv4,Base HP Increase Lv4,拠点基礎体力増加 Lv4
Upgrade_HpUpgrade4_Desc,거점의 기초 체력이 증가한다.,Increases the base HP of the base.,拠点の基礎体力が増加する。
Upgrade_HpUpgrade5_Name,거점 기초 체력 증가 Lv5,Base HP Increase Lv5,拠点基礎体力増加 Lv5
Upgrade_HpUpgrade5_Desc,거점의 기초 체력이 증가한다.,Increases the base HP of the base.,拠点の基礎体力が増加する。
Upgrade_StartResource1_Name,기초 자원량 증가 Lv1,Base Resource Amount Increase Lv1,基礎資源量増加 Lv1
Upgrade_StartResource1_Desc,기초 자원의 수량이 증가한다.,Increases the base amount of starting resources.,基礎資源の数量が増加する。
Upgrade_StartResource2_Name,기초 자원량 증가 Lv2,Base Resource Amount Increase Lv2,基礎資源量増加 Lv2
Upgrade_StartResource2_Desc,기초 자원의 수량이 증가한다.,Increases the base amount of starting resources.,基礎資源の数量が増加する。
Upgrade_StartResource3_Name,기초 자원량 증가 Lv3,Base Resource Amount Increase Lv3,基礎資源量増加 Lv3
Upgrade_StartResource3_Desc,기초 자원의 수량이 증가한다.,Increases the base amount of starting resources.,基礎資源の数量が増加する。
Upgrade_StartResource4_Name,기초 자원량 증가 Lv4,Base Resource Amount Increase Lv4,基礎資源量増加 Lv4
Upgrade_StartResource4_Desc,기초 자원의 수량이 증가한다.,Increases the base amount of starting resources.,基礎資源の数量が増加する。
Upgrade_StartResource5_Name,기초 자원량 증가 Lv5,Base Resource Amount Increase Lv5,基礎資源量増加 Lv5
Upgrade_StartResource5_Desc,기초 자원의 수량이 증가한다.,Increases the base amount of starting resources.,基礎資源の数量が増加する。
UI_Setting_WindowMode,창 모드,Window Mode,ウィンドウモード
UI_Setting_Visual,해상도,Resolution,解像度
UI_Setting_Language,언어,Language,言語
UI_Setting_Vloume,소리 설정,Sound Settings,サウンド設定
UI_Setting_Vloume_Master,마스터 볼륨,Master Volume,マスター音量
UI_Setting_Vloume_BGM,배경음,Music,BGM
UI_Setting_Vloume_SFX,효과음,Sound Effects,効果音
UI_Setting_Vloume_System,시스템,System,システム
UI_Setting_FullScreen,전체 화면,Fullscreen,フルスクリーン
UI_Setting_BorderlessWindow,테두리 없는 창,Borderless Window,枠なしウィンドウ
UI_Setting_Window,창 모드,Windowed,ウィンドウモード
UI_Guide_Title,가이드,Guide,ガイド
Tutorial_PlayerSkill,전투 동안 스킬을 활용하여 영웅들이 적을 더 쉽게 쓰러트릴 수 있도록 도와 줄 수 있습니다.,You can use skills during battle to help your heroes defeat enemies more easily.,戦闘中にスキルを活用して、英雄たちが敵をより簡単に倒せるように助けることができます。
Tutorial_CheckSkip,튜토리얼을 보시겠습니까?,Would you like to view the tutorial?,チュートリアルをご覧になりますか？
Tutorial_SeeTutorial,네,Yes,はい
Tutorial_SkipTutorial,아니요,No,いいえ
Tutorial_GameSpeed,"이 버튼으로 게임의 진행 속도를 조절할 수 있습니다. 정지, 배속을 상황에 맞게 활용해 보세요.",This button lets you adjust the game's speed. Use pause and fast-forward as needed for the situation.,このボタンでゲームの進行速度を調整できます。状況に合わせて一時停止や倍速を活用してみましょう。
Tutorial_Complete,"축하합니다! 튜토리얼을 모두 마쳤습니다. 지금까지 배운 내용을 활용해 마을을 지키고 키워나가 보세요.",Congratulations! You have completed the tutorial. Use what you've learned so far to defend and grow your village.,おめでとうございます！チュートリアルを全て終えました。これまで学んだ内容を活かして村を守り、育てていきましょう。
Hero_Buy,구매,BUY,購入
Player_ActiveSkill_AttackBuff,영역 내 모든 영웅들의 공격력과 공격속도가 증가합니다. (사용 마나: {0}) (단축키: 1),Increases the attack power and attack speed of all heroes in the area. (Mana Cost: {0}) (Shortcut: 1),範囲内の全ての英雄の攻撃力と攻撃速度が上昇します。（消費マナ：{0}）（ショートカット：1）
Player_ActiveSkill_EnemySlow,영역 내 모든 적들의 이동속도가 감소합니다. (사용 마나: {0}) (단축키: 2),Decreases the movement speed of all enemies in the area. (Mana Cost: {0}) (Shortcut: 2),範囲内の全ての敵の移動速度が低下します。（消費マナ：{0}）（ショートカット：2）
Player_ActiveSkill_Heal,영역 내 모든 영웅들의 체력을 점차 회복시킵니다. (사용 마나: {0}) (단축키: 3),Gradually restores the health of all heroes in the area. (Mana Cost: {0}) (Shortcut: 3),範囲内の全ての英雄の体力を徐々に回復させます。（消費マナ：{0}）（ショートカット：3）
ToolTip_HeroBook,영웅 도감 (단축키: P),Hero Archive (Shortcut: P),英雄図鑑（ショートカット：P）
UI_BaseUpgrade_ResetButton,초기화,Reset,リセット
UI_BaseUPgrade_UpgradeButton,업그레이드,Upgrade,アップグレード
Ui_EmptySlot,+,+,+
Ui_PerDay,/일,/day,/日
Ui_LevelFormat,Lv. {0},Lv. {0},Lv. {0}
Ui_MaxLevel,최대,Max,最大
Ui_ProductionResource,생산 자원,Production Resource,生産資源
Ui_ConstructionCost,건설 소모 자원,Construction Cost,建設消費資源
Ui_UpgradeInfo_ProductAmount,자원 생산량 증가,Increased Resource Production,資源生産量増加
Ui_UpgradeInfo_Worker,시민 배치 수 증가,Increased Worker Capacity,配置可能な市民数増加
Ui_UpgradeInfo_MaxUpgrade,최대 업그레이드,Max Upgrade,最大アップグレード
Ui_UpgradeInfo_MaxCitizen,최대 시민 수 증가,Increased Max Citizens,最大市民数増加
Facility_Wood_Name,제재소,Sawmill,製材所
Facility_Wood_Info,목재를 생산하는 건물,A building that produces wood,木材を生産する建物
Facility_Stone_Name,채석장,Quarry,採石場
Facility_Stone_Info,석재를 생산하는 건물,A building that produces stone,石材を生産する建物
Facility_Iron_Name,제철소,Ironworks,製鉄所
Facility_Iron_Info,철을 생산하는 건물,A building that produces iron,鉄を生産する建物
Facility_Gold_Name,광산,Mine,鉱山
Facility_Gold_Info,금을 생산하는 건물,A building that produces gold,金を生産する建物
Facility_Food_Name,농장,Farm,農場
Facility_Food_Info,식량을 생산하는 건물,A building that produces food,食料を生産する建物
House_Name,주택,House,住宅
House_Info,건설 시 최대 시민 수가 증가\n이 건물은 한 번 지으면 제거 할 수 없다.,Increases max citizens when built.\nThis building cannot be removed once built.,建設すると最大市民数が増加する。\nこの建物は一度建てると撤去できない。
Ui_RegionName,{0} 지역,Region {0},{0}地域
UI_Hub_ResourceAmount,자원 생산량,Resource Production,資源生産量
UI_Hub_ResourceChange,자원 교환,Resource Exchange,資源交換
UI_Hub_AddCitizen,시민 추가,Add Citizen,市民追加
UI_Hub_ResourceUse,소모 자원,Resources Used,消費資源
UI_Hub_AddCitizenFinal,추가,Add,追加
UI_Base_Return,돌아가기,Back,戻る
UI_Hub_Buy,교환,Exchange,交換
UI_Base_Close,닫기,Close,閉じる
UI_Base_Build,건설하기,Build,建設する
UI_Base_Upgrade,업그레이드,Upgrade,アップグレード
UI_Base_Remove,철거하기,Demolish,撤去する
Hero_Inventory_All,전체,All,全体
Hero_Inventory_Placed,배치됨,Placed,配置完了
Hero_Inventory_Unplaced,미배치,Unplaced,未配置
Hero_Inventory_Tier,티어,Tier,ティア
Hero_Inventory_TierFormat,{0}티어,Tier {0},ティア{0}
Gimmick_Fire_Name,불 지대,Fire Zone,炎地帯
Gimmick_Fire_Desc,이 위에 올라선 유닛은 지속 피해를 입는다.,Units standing here take damage over time.,この上に乗ったユニットは継続ダメージを受ける。
Gimmick_Campfire_Name,모닥불,Campfire,焚き火
Gimmick_Campfire_Desc,추위 디버프를 막아주는 고정 모닥불이다.,A fixed campfire that blocks the cold debuff.,寒さデバフを防いでくれる固定の焚き火だ。
Gimmick_Windwall_Name,바람막이,Windwall,風よけ
Gimmick_Windwall_Desc,언덕 위 바위 가림막이다. 바람이 불어가는 쪽 몇 칸의 바람 효과를 막아준다.,A rock windbreak on high ground. It blocks the wind effect for a few tiles downwind.,丘の上の岩の風よけだ。風下側の数マスの風効果を防いでくれる。
Gimmick_Water_Name,물길,Water,水路
Gimmick_Water_Desc,아군을 배치할 수 없는 칸이다. 수영 속성을 가진 적이 이 칸을 타고 온다.,Allies cannot be placed here. Enemies with the swim attribute cross this tile.,味方を配置できないマスだ。水泳属性を持つ敵がこのマスを渡ってくる。
Guide_GimmickButton,기믹,Gimmick,ギミック
Guide_FireButton,불 지대,Fire Zone,炎地帯
Guide_CampfireButton,모닥불,Campfire,焚き火
Guide_WindwallButton,바람막이,Windwall,風よけ
Guide_WaterButton,물길,Water,水路
Guide_FireInfo,밤이 되면 이 칸에 불이 붙는다.\n칸에 서 있는 아군과 지상 적은 1초마다\n최대 체력의 1%만큼 화상 피해를 입는다.\n칸을 벗어난 뒤에도 3초 동안 더 타오른다.\n공중을 나는 적에게는 불이 붙지 않는다.,"This tile catches fire at night.\nAllies and ground enemies standing on it take 1% of their max HP as burn damage every second, and keep burning for 3 more seconds after leaving.\nFlying enemies are never set alight.",夜になるとこのマスに火がつく。\nマスに立っている味方と地上の敵は1秒ごとに最大体力の1%の火傷ダメージを受け、マスを離れた後も3秒間燃え続ける。\n空を飛ぶ敵には火がつかない。
Guide_CampfireInfo,얼음 지역은 밤이 되면 아군 전원의\n공격 속도와 방어력이 절반으로 떨어진다.\n모닥불에서 2칸 안(마름모 모양)에 선 아군은\n이 추위를 받지 않는다.\n모닥불 칸에는 아무것도 배치할 수 없다.,In the ice region every ally loses half their attack speed and defense at nightfall.\nAllies within 2 tiles of a campfire (a diamond shape) are immune to that cold.\nNothing can be placed on a campfire tile.,氷の地域では夜になると味方全員の攻撃速度と防御力が半分に下がる。\n焚き火から2マス以内（ひし形）に立つ味方はこの寒さを受けない。\n焚き火のマスには何も配置できない。
Guide_WindwallInfo,사막 지역은 밤이 되면 바람 맞은 아군이\n0.5초마다 최대 체력의 1%씩 깎인다.\n모래폭풍이라 방어력으로 막지 못한다.\n바람 방향은 낮마다 바뀌며 화살표로 알린다.\n언덕 위 바람막이는 바람 불어가는 쪽\n2칸을 막아준다. 옆 칸의 언덕이나\n바로 뒤의 아군도 바람을 막는다.,"In the desert region allies caught in the wind take 1% of their max HP as sandstorm damage every 0.5 seconds, and defense does not reduce it.\nThe wind direction changes each day and is shown with an arrow.\nA windwall on high ground shields 2 tiles downwind. An adjacent hill or an ally standing right behind also blocks the wind.",砂漠の地域では夜になると風にさらされた味方が0.5秒ごとに最大体力の1%の砂嵐ダメージを受ける。防御力では防げない。\n風向きは昼ごとに変わり、矢印で知らせてくれる。\n丘の上の風よけは風下側2マスを守る。隣のマスの丘や真後ろに立つ味方も風を防ぐ。
Guide_WaterInfo,아군 영웅을 이 칸에 배치할 수 없다.\n걸어오는 적은 이 칸을 지나갈 수 없다.\n수영 특성을 가진 적만 잠수해 헤엄쳐\n이 물길로 들어온다.,Allied heroes cannot be placed on this tile.\nWalking enemies cannot cross it.\nOnly enemies with the swim trait dive in and swim up this waterway.,味方のヒーローはこのマスに配置できない。\n歩いてくる敵はこのマスを通れない。\n水泳属性を持つ敵だけが潜って泳ぎ、この水路から入ってくる。
Hero_Melee_Upgrade,근거리 영웅 업그레이드,Melee Hero Upgrade,近接ヒーローのアップグレード
Hero_Ranged_Upgrade,원거리 영웅 업그레이드,Ranged Hero Upgrade,遠距離ヒーローのアップグレード
UI_Base_UpgradeCost,업그레이드 비용,Upgrade Cost,アップグレードコスト
Ui_GameOverSurviveDay,생존 일수 : {0}일차,Days Survived : {0},生存日数：{0}日目
UI_Setting,세팅,Settings,設定
UI_System_Setting,시스템 설정,System Settings,システム設定
UI_Base_CheckDemolish,정말 철거하시겠습니까?,Are you sure you want to demolish this?,本当に撤去しますか?
UI_Base_Demolish,철거,Demolish,撤去
UI_Base_NotEnoughResources,자원이 부족합니다,Not enough resources,資源が足りません
UI_Hero_NotEnoughPopulation,인구가 부족합니다,Not enough population,人口が足りません
Hero_Inventory_All_Combine,일괄합성,Combine All,一括合成
Hero_Melee_Create,근거리 영웅 생성,Create Melee Hero,近接ヒーロー生成
Hero_Ranged_Create,원거리 영웅 생성,Create Ranged Hero,遠距離ヒーローの生成
Hero_Create,영웅 생성,Create Hero,ヒーロー生成
Ui_Continue,이어하기,Continue,つづきから
Hero_Retrieve,회수,Retrieve,回收
